text,label
What percentage of the total food waste do fruits and vegetable peelings cover in the philippines,0
What is the reason for amf decreasing root ash content in plants?,1
2024 early voting results,0
Role of molybdenum in plants,0
"What is the phylum, class, order, family, genus , species of fasciola hepatica",1
Provide me an rrl about study of having a patience of cebuano in terms of relationship,0
Did israel react to trump's statement on ending the war in gaza before he becomes president?,0
Does plastic cause climate change and raise carbon?,1
"Explain the gestalt contact boundary disturbances of introjection, projection, retroflection, deflection and confluence with examples",0
Psychological impacts of racial trauma and identity formation.,0
True/false: great britain and the us are the only countries that use the electoral college system.,0
Who is the protagonist of anthem,1
Is there mostly black people in kansas city missouri,0
How to know how many amino acids is the full sequence in ncbi for proteins,0
What were major disagreements over what was true during the uk 2024 general election?,0
"In physics 2 grade 12, discuss why studying a gravitational field is important.",0
Has globalisation led to deterioration of local culture and values,0
"Give examples of each form of social stratification (caste systems, class system, estate system, status hierarchy, race and ethnicity)",0
Find research on retinal detachment,0
Ethnography vs phenomenology vs grounded theory in research,0
Does modern social media make people less socially active,0
What are factrs innfluencing arizona 2024 election result,0
What is the most affective way to study human personalities,0
How do you think can you begin to communicate with people from other cultures and avoid conflicts and misunderstandings,0
Do you know what topoi is in writing 150?,1
"Discuss the different ways that jem, scout and atticus treat walter. what does this 
 show about their personalities?",2
Can you give me an outline on a research paper about cancer valley and its involvement/impact on environmental justice,0
What happens when you heat and cool rubber?,1
Direct competitor analysis of solar-powered cold storage in india,0
What is the rate of cooling for moist air,1
Can amoxicillin cause hallucinations,0
What is the cause of air pollution in our environment,0
Look for a company operating in the philippines and have their policies on the environmental and social responsibility policies,0
Analyse the la mer company,0
"What is the defintion of ""stigmatization"" in terms of sociology?",0
Why are mold-covered fruit that fall off trees helpful for soil?,0
Why is disaster considered a wicked problem in the philippines?,0
The effects of packaging solutions in the environmental?,0
Explaination of partial derivatives in the heat transfer,0
How does frequency and energy compare to wavelength on the electromagnetic spectrum,0
Explain the structure and function of major histocompatibility complex molecules (mhc) and antigen presenting cells (apc). simple,0
"What does the article ""sorting and incentive effects of pay for performance: an experimental investigation."" say about fixed pay",0
What does wooing mean in shakespeare?,1
Find key research on water availability,0
Explain light reflection,0
Find some research papers on retinal detachment,0
On average how much does a clinic doctor make in winnipeg?,0
What happens in book 9 of the odyssey?,0
How to find distance from speed and time,0
The impact of sleep duration on academic performance among students,0
What are the social constructions of childhood?,0
Frameworks and theories on unions increasing job satisfaction,0
Effects of having a broken family to the academic performance of grade 10 students,0
What are two negatives and positives of the globalization of culture?,0
What do you mean by consumer citizens,0
What are the key terms and definitions related to paper production using vegetable waste?,0
Does the death penalty prevent additional crime?,0
Northamerica perspective on women's participation in traditionally male-dominated sports,0
What effects does urbanization have on water quality?,0
What are some possible questions for social work and womens leadreship?,0
What are the positives of environmental quality in vienna (austria),0
Optical fiber & tir : prepare models to demonstrate total internal reflection and propagation of light,0
Factors affecting carbon flux in metabolism,0
What is the difference between thermal & heat energy,0
"What are the different lipoproteins, their main function, where they are produced and their atherogenicity?",1
List out instances from the film inside out which shows various key concepts of social and emotional learning,0
How does gender inequality cut through the caste class and other categories,0
Explain the action of heat by albumin in protein denaturation,0
Why should one be interested in a quality position?,1
Who was roentgen and what was his contribution to radiography?,0
"How does socio-economic class impact fans, athletes, coaches, organizations, and management?",0
What makes a good manager,0
Analyze google's employees benefits,0
Harmful effects of radio waves to environment,0
Does (q/mass * specific heat) equal change in temperature,1
Do you know quantum transduction,0
How much money does the l.a. port make?,0
How does the diameter of an organ pipe determine frequency admittance?,0
What are the most common types of murmurs?,0
Why are ethical leadership and consensus-building good together?,0
What microorganism can increase risk for urothelial cancer,0
Can tamoxifen cause blood clots,0
What decreases an object kinetic energy,0
How can corticosteroids cause adrenal insufficiency?,0
"Based on school modules, elaborate the four stratification systems: class system, caste system, estate system, and slavery",0
List of seminar that are good for employees,0
What are plants,0
What are the common drugs that cause angioedema?,0
Cite theories about exploring the impact of formal education and practical skills on food service management success,0
"What studies have been conducted on fiber sem imaging, and how are they described?",0
Which enzyme in cancer cells cleaves gpc3?,0
How is asexual reproduction different from sexual reproduction?,1
What relationship between carotid tandem lesion and stroke?,0
How can the law of reflection be used to show how image forms on plane mirror?,1
Fda approved drugs targetting anoikis resistance in cancer,0
Give examples of each form of social stratification in the philippines,0
Name something that can cause increased airway resistance,0
Which market entry strategy does apple use globally,0
Expand on critical angle and total internal reflection,0
What is the current situation and problem with supply chain logistics in the philippines,0
Why do regulatory t cells fail in hashimoto's?,0
Short introduction about conduction mode of heat transfer,0
Do the employees of shine.com have holiday on saturday?,0
What is the relationship between vitamin d and breast cancer?,0
Studies related to fiber sem imaging with descriptions,0
Nature vs nurture in psychology,0
Books/notes for spectral theorem in quantum mechanics,0
Can the standard deviation formula (sample) be used for the germination rates of seeds?,0
Find a different procedure for the chest tube insertion that a paramedic is capable of doing,0
"How does tmc benefit from processing travel arrangements of
 clients?",1
What is communication and its importance in business?,0
Research wolff’s law. how does the formation of torus mandibularis relate to this theory?,0
Characteristics of a good leader,1
Strategies for sustainability towardsd eco city dasmarinas,0
How does the admiral's past represent irony in the novel unwind by neal shusterman?,0
When did allbirds start expanding to apparel and geographical locations,1
What is myosin,0
What do you call a supply company that delivers the product to a small grocery store,0
What is the formula for angle tuning second harmonic generation positive crystal?,0
How does the maruti suzuki company work?,0
Is littera a good company to work for,0
Analyze the volkswagen group esg policy/strategy from the annual report 2023! how do you assess the company's governance performance?,1
Why is it important that companies provide motivational videos to employees?,0
What was the basic pay scale of level 10 central government employees in 6th and 7th pay commission,2
Explain the importance of sociological imagination and sociological perspective as frame of mind,0
Give me list of research paper on liquid biopsy used in lung cancer,0
What are good questions when conducting an interview for an ssg president?,0
"Find sources that explains trajectory, launch angle, initial velocity, and gravity’s role in projectile motion",1
"Explain the relationship between pay, reward, and promotions are.",0
Association of gut microbiota with the stages of gastric cancer,0
Common themes in industrial-organizational psychology and organizational behavior management,0
Is university of colorado boulder a good school for business,0
"When a copper pipe is polished and shiny, does that mean that it’s transferring heat?",0
Discuss two sampling methods used in the lab to isolate microorganisms,0
What is the relationship between distance between the objects and electric force,0
Which type of diabetes is associated with the presence of ketones?,0
Wavelength range (meter) of yellow?,0
How to develop a novel primate-like tree shrew model for viral oncology research?,0
What happens to the kinetic energy in molecules when there is a change in temperature?,0
What specific benefits does an individual branch gain from applying the 17 sdgs in the company?,0
"Create a concept map associated with the terms: agrarian societies, industrial societies, and virtual societies.",1
Related studies for guppy fish (poecilia reticulata),1
What do you know about the brain?,0
If you are a manager on the company what particular theory you used to motivate your employees,0
What should the angle between force and displacement be to get the: (i) minimum work (ii) maximum work?,1
How much does ecaas charge for their audits?,0
"Group theory, structure and process in addiction counseling",0
Gender-based disparities in men with breast cancer,0
List recent review papers on breast cancer,0
"Provide 10 related research literature (rrl) on recycling dry leaves into paper, organized by each author.",0
Give the different skills a manager can use to raise the company sales from 350$ to 600$,0
Explain the mechanism of chronic subdural hemorrhage,0
Normal blood glucose levels for a patient with type 2 diabetes,0
Congenital diseases that can cause bilateral lower extremity edema,0
How johnson & johnson uses the transnational strategy japan,1
"Provide 3 examples each of heat transfer processes (conduction, convection, radiation) that are present in the household",2
Social justice initiatives led by young people and it's impact to the society,0
Why should i want a shared vision among my employees,0
Examine how effective the socio-cultural method is at understanding risk,0
How is internal reflection used in optical fibres?,0
What are the physiological effects that scapegoating can have on a individual,0
Microsoft organisational behavior problems,1
Aim of mango peelings biochar,0
"How do rainfall patterns correlate with flooding events in the philippines, particularly during the wet season?",0
What is a key factor that has significantly influenced the history of medicine?,0
5 common dance injuries and what are the preventions,0
What is the formula for instantaneous velocity?,0
Does alpha decay cause transmutation? explain why it does or does not.,0
What does post stroke neuropathology mean?,0
Current treatment for antibiotic resistance,0
"""historically, people with type ab were called universal recipients."" what is the rationale for the term?",0
